gold_label,sequence,attention_mask,token_type
entailment,"[CLS] father julius ni ##eu ##wl ##and worked on projects at notre dame that eventually created neo ##pre ##ne . [SEP] in 1882 , albert za ##hm ( john za ##hm ' s brother ) built an early wind tunnel used to compare lift to drag of aeronautical models . around 1899 , professor jerome green became the first american to send a wireless message . in 1931 , father julius ni ##eu ##wl ##and performed early work on basic reactions that was used to create neo ##pre ##ne . study of nuclear physics at the university began with the building of a nuclear accelerator in 1936 , and continues now partly through a partnership in the joint institute for nuclear astro ##physics . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the brother of john za ##hm constructed an early wind tunnel at notre dame . [SEP] in 1882 , albert za ##hm ( john za ##hm ' s brother ) built an early wind tunnel used to compare lift to drag of aeronautical models . around 1899 , professor jerome green became the first american to send a wireless message . in 1931 , father julius ni ##eu ##wl ##and performed early work on basic reactions that was used to create neo ##pre ##ne . study of nuclear physics at the university began with the building of a nuclear accelerator in 1936 , and continues now partly through a partnership in the joint institute for nuclear astro ##physics . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] gu ##rian created the review of politics in 1939 at notre dame . [SEP] the review of politics was founded in 1939 by gu ##rian , modeled after german catholic journals . it quickly emerged as part of an international catholic intellectual revival , offering an alternative vision to po ##sit ##ivist philosophy . for 44 years , the review was edited by gu ##rian , matthew fitz ##si ##mons , frederick cross ##on , and thomas st ##rit ##ch . intellectual leaders included gu ##rian , jacques mari ##tain , frank o ' malley , leo richard ward , f . a . her ##men ##s , and john u . ne ##f . it became a major forum for political ideas and modern political concerns , especially from a catholic and scholastic tradition . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the review of politics was inspired by german catholic journals . [SEP] the review of politics was founded in 1939 by gu ##rian , modeled after german catholic journals . it quickly emerged as part of an international catholic intellectual revival , offering an alternative vision to po ##sit ##ivist philosophy . for 44 years , the review was edited by gu ##rian , matthew fitz ##si ##mons , frederick cross ##on , and thomas st ##rit ##ch . intellectual leaders included gu ##rian , jacques mari ##tain , frank o ' malley , leo richard ward , f . a . her ##men ##s , and john u . ne ##f . it became a major forum for political ideas and modern political concerns , especially from a catholic and scholastic tradition . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] gu ##rian edited the review of politics at notre dame over 44 years . [SEP] the review of politics was founded in 1939 by gu ##rian , modeled after german catholic journals . it quickly emerged as part of an international catholic intellectual revival , offering an alternative vision to po ##sit ##ivist philosophy . for 44 years , the review was edited by gu ##rian , matthew fitz ##si ##mons , frederick cross ##on , and thomas st ##rit ##ch . intellectual leaders included gu ##rian , jacques mari ##tain , frank o ' malley , leo richard ward , f . a . her ##men ##s , and john u . ne ##f . it became a major forum for political ideas and modern political concerns , especially from a catholic and scholastic tradition . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] thomas st ##rit ##ch was an editor of review of politics from notre dame . [SEP] the review of politics was founded in 1939 by gu ##rian , modeled after german catholic journals . it quickly emerged as part of an international catholic intellectual revival , offering an alternative vision to po ##sit ##ivist philosophy . for 44 years , the review was edited by gu ##rian , matthew fitz ##si ##mons , frederick cross ##on , and thomas st ##rit ##ch . intellectual leaders included gu ##rian , jacques mari ##tain , frank o ' malley , leo richard ward , f . a . her ##men ##s , and john u . ne ##f . it became a major forum for political ideas and modern political concerns , especially from a catholic and scholastic tradition . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] u . s . news & world report ranked notre dame 18th in its 2015 - 2016 university rankings . [SEP] in 2015 - 2016 , notre dame ranked 18th overall among "" national universities "" in the united states in u . s . news & world report ' s best colleges 2016 . in 2014 , usa today ranked notre dame 10th overall for american universities based on data from college factual . forbes . com ' s america ' s best colleges ranks notre dame 13th among colleges in the united states in 2015 , 8th among research universities , and 1st in the midwest . u . s . news & world report also lists notre dame law school as 22nd overall . business ##week ranks mendoza college of business undergraduate school as 1st overall . it ranks the mba program as 20th overall . the philosophical go ##ur ##met report ranks notre dame ' s graduate philosophy program as 15th nationally , while architect magazine ranked the undergraduate architecture program as 12th nationally . additionally , the study abroad program [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] forbes . com placed notre dame at 8th position compared to other us research universities . [SEP] in 2015 - 2016 , notre dame ranked 18th overall among "" national universities "" in the united states in u . s . news & world report ' s best colleges 2016 . in 2014 , usa today ranked notre dame 10th overall for american universities based on data from college factual . forbes . com ' s america ' s best colleges ranks notre dame 13th among colleges in the united states in 2015 , 8th among research universities , and 1st in the midwest . u . s . news & world report also lists notre dame law school as 22nd overall . business ##week ranks mendoza college of business undergraduate school as 1st overall . it ranks the mba program as 20th overall . the philosophical go ##ur ##met report ranks notre dame ' s graduate philosophy program as 15th nationally , while architect magazine ranked the undergraduate architecture program as 12th nationally . additionally , the study abroad program [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the under ##grad school at the mendoza college of business was ranked 1st overall according to business ##week . [SEP] in 2015 - 2016 , notre dame ranked 18th overall among "" national universities "" in the united states in u . s . news & world report ' s best colleges 2016 . in 2014 , usa today ranked notre dame 10th overall for american universities based on data from college factual . forbes . com ' s america ' s best colleges ranks notre dame 13th among colleges in the united states in 2015 , 8th among research universities , and 1st in the midwest . u . s . news & world report also lists notre dame law school as 22nd overall . business ##week ranks mendoza college of business undergraduate school as 1st overall . it ranks the mba program as 20th overall . the philosophical go ##ur ##met report ranks notre dame ' s graduate philosophy program as 15th nationally , while architect magazine ranked the undergraduate architecture program as 12th nationally . additionally , the study abroad program [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] in 2014 usa today named notre dame 10th best of all american universities . [SEP] in 2015 - 2016 , notre dame ranked 18th overall among "" national universities "" in the united states in u . s . news & world report ' s best colleges 2016 . in 2014 , usa today ranked notre dame 10th overall for american universities based on data from college factual . forbes . com ' s america ' s best colleges ranks notre dame 13th among colleges in the united states in 2015 , 8th among research universities , and 1st in the midwest . u . s . news & world report also lists notre dame law school as 22nd overall . business ##week ranks mendoza college of business undergraduate school as 1st overall . it ranks the mba program as 20th overall . the philosophical go ##ur ##met report ranks notre dame ' s graduate philosophy program as 15th nationally , while architect magazine ranked the undergraduate architecture program as 12th nationally . additionally , the study abroad program [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] 57 . 6 % of notre dame students decide to study abroad . [SEP] in 2015 - 2016 , notre dame ranked 18th overall among "" national universities "" in the united states in u . s . news & world report ' s best colleges 2016 . in 2014 , usa today ranked notre dame 10th overall for american universities based on data from college factual . forbes . com ' s america ' s best colleges ranks notre dame 13th among colleges in the united states in 2015 , 8th among research universities , and 1st in the midwest . u . s . news & world report also lists notre dame law school as 22nd overall . business ##week ranks mendoza college of business undergraduate school as 1st overall . it ranks the mba program as 20th overall . the philosophical go ##ur ##met report ranks notre dame ' s graduate philosophy program as 15th nationally , while architect magazine ranked the undergraduate architecture program as 12th nationally . additionally , the study abroad program [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] father joseph carrier was the director of the science museum at notre dame in the late 19th century . [SEP] father joseph carrier , c . s . c . was director of the science museum and the library and professor of chemistry and physics until 1874 . carrier taught that scientific research and its promise for progress were not antagonist ##ic to the ideals of intellectual and moral culture endorsed by the church . one of carrier ' s students was father john augustine za ##hm ( 1851 – 1921 ) who was made professor and co - director of the science department at age 23 and by 1900 was a nationally prominent scientist and naturalist . za ##hm was active in the catholic summer school movement , which introduced catholic lai ##ty to contemporary intellectual issues . his book evolution and dog ##ma ( 1896 ) defended certain aspects of evolutionary theory as true , and argued , moreover , that even the great church teachers thomas a ##quin ##as and augustine taught something like it . the [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the lifespan of john augustine za ##hm was 1851 – 1921 . [SEP] father joseph carrier , c . s . c . was director of the science museum and the library and professor of chemistry and physics until 1874 . carrier taught that scientific research and its promise for progress were not antagonist ##ic to the ideals of intellectual and moral culture endorsed by the church . one of carrier ' s students was father john augustine za ##hm ( 1851 – 1921 ) who was made professor and co - director of the science department at age 23 and by 1900 was a nationally prominent scientist and naturalist . za ##hm was active in the catholic summer school movement , which introduced catholic lai ##ty to contemporary intellectual issues . his book evolution and dog ##ma ( 1896 ) defended certain aspects of evolutionary theory as true , and argued , moreover , that even the great church teachers thomas a ##quin ##as and augustine taught something like it . the [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] john augustine za ##hm came to co - direct the science department at notre dame . [SEP] father joseph carrier , c . s . c . was director of the science museum and the library and professor of chemistry and physics until 1874 . carrier taught that scientific research and its promise for progress were not antagonist ##ic to the ideals of intellectual and moral culture endorsed by the church . one of carrier ' s students was father john augustine za ##hm ( 1851 – 1921 ) who was made professor and co - director of the science department at age 23 and by 1900 was a nationally prominent scientist and naturalist . za ##hm was active in the catholic summer school movement , which introduced catholic lai ##ty to contemporary intellectual issues . his book evolution and dog ##ma ( 1896 ) defended certain aspects of evolutionary theory as true , and argued , moreover , that even the great church teachers thomas a ##quin ##as and augustine taught something like it . the [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
